person_id,gender,Female,audio_vocab_1,audio_vocab_2,audio_vocab_3,audio_vocab_4,audio_vocab_5,audio_vocab_6,ctest_1,ctest_2,ctest_3,ctest_4,ctest_5,ctest_6,dictation_1,dictation_2,dictation_3,dictation_4,dictation_5,dictation_6,elicited_speech_1,elicited_speech_2,elicited_speech_3,elicited_speech_4,elicited_speech_5,elicited_speech_6,text_vocab_1,text_vocab_2,text_vocab_3,text_vocab_4,text_vocab_5,text_vocab_6,text_vocab_7,elicited_speech_7,dictation_7,audio_vocab_7,ctest_7
187,FEMALE,1,3.106649875,-0.027409924,3.048356133,0.112267129,3.048356133,3.048356133,1.203972803,1.504077396,0.693147182,2.079441543,1.749199856,1.067840633,-8.53210981,5.091620065,5.091620065,3.28096689,5.091620065,-16.11809555,1.459650717,0.889718755,1.644851417,2.485720227,2.987215443,2.139412146,3.80666251,3.799796816,1.363904398,3.684604335,2.41845565,0.667137127,NA,NA,-9.259435412,NA,NA
188,FEMALE,1,1.014477605,1.544829224,0.61173156,0.112267129,1.626949797,3.106649875,0.990398706,16.11809555,-0.762140053,0.048790164,2.77258873,0.955511444,-8.925028421,-12.22423171,5.091620065,5.091620065,-5.633558243,5.091620065,1.705456421,1.952627064,1.007168129,1.44746477,-16.11809555,1.612235291,3.799796816,-0.237209398,3.684604335,1.966990419,1.966990419,2.385736439,NA,NA,NA,3.048356133,NA
189,FEMALE,1,1.633721695,-0.765065957,-4.59511985,-0.765065957,-2.232553319,1.544829224,2.268683541,2.740840017,1.481604542,-1.045968555,-0.543615446,0.268263988,-0.407918636,0.385711785,-16.11809555,-16.11809555,5.091620065,-9.772402289,0.463367571,1.818910531,1.417253247,0.85173837,1.493147752,0.571762681,3.741447316,-0.64565726,0.246330594,0.539483747,-4.59511985,-0.237209398,NA,1.123730581,-13.00014348,NA,NA
190,MALE,0,1.364739013,1.364739013,0.470119715,-0.027409924,0.844005574,1.544829224,2.512305624,3.784189644,1.25276297,16.11809555,2.302585092,16.11809555,-16.11809555,3.65396718,1.422600576,1.621217308,5.091620065,5.091620065,1.656454868,2.113919455,3.918450487,1.947498075,1.973116274,2.662682859,2.128800395,-3.437017922,1.506041471,2.238059399,1.945754885,2.128800395,NA,NA,5.091620065,NA,NA
191,MALE,0,1.074473797,-0.794298141,1.364739013,1.014477605,1.074473797,1.074473797,2.639057324,1.31218639,0.43825493,-1.060871961,1.360976551,0.054067223,5.091620065,5.091620065,-3.229198098,5.091620065,5.091620065,1.308387803,0.75081221,2.746770421,1.626264006,1.893379412,0.393725729,3.59668721,0.624626865,2.427877964,1.363904398,-1.212834846,2.31637127,2.238059399,NA,NA,5.091620065,NA,NA
192,MALE,0,0.468271635,-4.59511985,1.626949797,1.074473797,3.106649875,3.048356133,0.762140053,0.45953233,16.11809555,1.386294361,2.427748237,2.128231703,5.091620065,-4.111527252,-7.411332178,-8.61683251,5.091620065,-3.222661203,1.140044684,0.126509133,1.134812032,0.659094753,0.883092433,0.419533884,-1.37077338,0.291985706,1.157452787,1.945754885,2.427877964,1.607331963,NA,NA,-7.487013617,NA,NA
193,MALE,0,3.106649875,1.626949797,3.048356133,-4.59511985,-0.661580961,3.048356133,-1.25276297,0.06899287,1.704748091,-0.693147182,1.041453876,-1.386294361,-16.11809555,5.091620065,-3.893667956,-15.84046378,-16.11809555,5.091620065,2.083579226,1.63450179,2.391573139,2.23182086,0.883756616,1.560967674,-4.59511985,1.639133976,0.331421034,-1.159014411,-1.602800129,3.778654106,NA,NA,NA,-0.794298141,NA
194,MALE,0,0.470119715,-0.027409924,3.106649875,0.112267129,1.626949797,3.048356133,1.435084527,1.770706064,16.11809555,-0.990398706,1.349926717,0.257829109,5.091620065,5.091620065,5.091620065,-3.136893432,-3.688257706,5.091620065,3.305057448,1.648896223,1.089268546,2.551741991,2.305226277,2.003656951,2.385736439,0.685219665,1.115831854,-0.044966619,2.41845565,2.128800395,NA,-16.11809555,NA,0.112267129,NA
195,FEMALE,1,1.544829224,3.048356133,-0.765065957,1.633721695,3.106649875,-4.59511985,0.405465108,0.798507694,0.054067223,-0.095310181,-3.871201024,-0.336472235,-7.940223764,-0.407918636,-13.66708939,-16.11809555,0.66732258,-16.11809555,1.62180487,0.840403491,1.841150024,1.326676388,0.221896179,1.436105228,3.741447316,1.363904398,-4.59511985,-0.697613423,1.147315951,-4.59511985,NA,NA,5.091620065,NA,NA
196,FEMALE,1,1.633721695,3.106649875,3.106649875,3.106649875,3.048356133,1.364739013,3.465735913,1.053149913,16.11809555,1.717651497,2.397895277,16.11809555,-2.209674193,2.359145289,5.091620065,5.091620065,-0.882740259,-6.889234178,1.155089375,0.192307588,1.521903067,1.689973425,1.306566328,1.024173922,1.857284326,3.741447316,1.776866648,3.741447316,1.147315951,2.41845565,NA,NA,5.091620065,NA,NA
197,MALE,0,-0.765065957,-0.661580961,-0.794298141,1.544829224,3.106649875,0.468271635,2.014903019,1.203972803,2.351375254,16.11809555,0.804372816,1.343734745,-6.186052519,1.017650501,-8.053141125,1.343766039,-0.918761208,5.091620065,1.218670032,1.567838465,1.341546349,1.386364563,1.379046865,1.845720396,1.387316525,0.6211273,0.6211273,1.387316525,-0.241589478,3.799796816,NA,NA,-2.136269338,NA,NA
198,MALE,0,-1.662705194,1.633721695,0.112267129,-0.027409924,-1.68674975,-0.027409924,0.204794412,1.435084527,1.098612289,0.498991165,-0.117783037,0.146603475,-15.22200738,-2.971955393,5.091620065,-8.277922259,-16.11809555,-16.11809555,1.620184028,0.682403417,0.746338712,1.401924607,0.992843967,1.855686194,2.41845565,-0.587700204,0.6211273,-0.280982763,-0.011754879,2.385736439,NA,NA,-6.105778091,NA,NA
199,MALE,0,-0.765065957,-0.765065957,-4.59511985,-1.662705194,-0.794298141,-0.027409924,1.041453876,2.397895277,1.427116356,0.154150678,-0.78845736,0.587786666,5.091620065,5.091620065,-15.5083299,-1.230942779,-14.80976246,-16.11809555,0.457685441,1.481985265,1.731524213,0.748147047,1.536542526,1.445555399,0.539483747,3.741447316,2.408079255,1.945754885,3.799796816,3.80666251,NA,NA,-16.11809555,NA,NA
